ProbeID	1 Avg_ctrl	1 Avg_treat	1 FoldChange	1 Rank_modT	1 Rank_WAD	1 RP_origPvalue	1 RP_correctedPvalue	1 Rank_RP	1 DEG	Homolog_GID	Description	Function	TAIR-annotation	AGI	Symbol	short_description
POPTR_0019s08120.1	132.4274221	332.1863966	2.508441163	3725	15	1.0	0.010622222	50	DEG	AT3G47390.2	cytidine/deoxycytidylate deaminase family protein	"Encodes a protein that is believed to function as a pyrimidine reductase involved in riboflavin and FAD biosynthesis. phs1 was identified as a photosensitive mutant that shows reduced growth, chloroplast developmental abnormalities, reduced chlorophyll levels, increased oxidative stress, reduced NADPH/NADP+ ratios, reduced photosystem I electron transport, and reduced photosynthetic protein levels under high light conditions. Many of these abnormal phenotypes likely arise from the reduction in the levels of FAD in the phs1 mutant."	"PHOTOSENSITIVE 1 (PHS1); CONTAINS InterPro DOMAIN/s: Conserved hypothetical protein CHP02464 (InterPro:IPR012816), CMP/dCMP deaminase, zinc-binding (InterPro:IPR002125), Cytidine deaminase-like (InterPro:IPR016193), Riboflavin-specific deaminase, C-terminal (InterPro:IPR011549), Bacterial bifunctional deaminase-reductase, C-terminal (InterPro:IPR002734), Riboflavin biosynthesis protein RibD (InterPro:IPR004794); BEST Arabidopsis thaliana protein match is: Cytidine/deoxycytidylate deaminase family protein (TAIR:AT4G20960.1)."	AT3G47390	PHS1	PHOTOSENSITIVE 
POPTR_0005s18480.1	9.828714072	22.75542345	2.315198437	312	1229	6.0	0.028969697	156	DEG	AT5G67210.1	Protein of unknown function (DUF579)	---	"Protein of unknown function (DUF579); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF579 (InterPro:IPR021148), Conserved hypothetical protein CHP01627 (InterPro:IPR006514); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF579) (TAIR:AT3G50220.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	AT5G67210	IRX15-L	IRX15-LIK
POPTR_0015s06910.1	64	14.99137783	-4.269120607	134	150	0	0	39	DEG	AT5G61010.2	exocyst subunit exo70 family protein E2	"A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree."	"exocyst subunit exo70 family protein E2 (EXO70E2); INVOLVED IN: exocytosis, vesicle docking involved in exocytosis; LOCATED IN: cytosol, exocyst; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Exo70 exocyst complex subunit (InterPro:IPR004140); BEST Arabidopsis thaliana protein match is: exocyst subunit exo70 family protein E1 (TAIR:AT3G29400.1); Has 800 Blast hits to 794 proteins in 81 species: Archae - 0; Bacteria - 0; Metazoa - 141; Fungi - 13; Plants - 637; Viruses - 0; Other Eukaryotes - 9 (source: NCBI BLink)."	AT5G61010	EXO70E2	exocyst subunit exo70 family protein E
POPTR_0004s02530.1	55.44437622	119.8493254	2.161613738	226	290	9.0	0.034416	195	DEG	AT4G23180.1	cysteine-rich RLK (RECEPTOR-like protein kinase) 10	Encodes a receptor-like protein kinase. Naming convention from Chen et al 2003 (PMID 14756307)	"cysteine-rich RLK (RECEPTOR-like protein kinase) 10 (CRK10); FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Serine/threonine-protein kinase domain (InterPro:IPR002290), Protein of unknown function DUF26 (InterPro:IPR002902), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271), Protein kinase, catalytic domain (InterPro:IPR000719), Tyrosine-protein kinase, catalytic domain (InterPro:IPR020635); BEST Arabidopsis thaliana protein match is: cysteine-rich RLK (RECEPTOR-like protein kinase) 8 (TAIR:AT4G23160.1); Has 124145 Blast hits to 122467 proteins in 4564 species: Archae - 110; Bacteria - 14159; Metazoa - 45299; Fungi - 10862; Plants - 34986; Viruses - 473; Other Eukaryotes - 18256 (source: NCBI BLink)."	AT4G23180	RLK4	--
POPTR_0018s13080.1	150.819049	36.26254939	-4.159085655	255	84	0	0	40	DEG	AT5G25360.1	---	---	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G32342.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).	---	---	--
POPTR_0010s00800.1	106.5998117	13.78836211	-7.731143905	355	42	0	0	42	DEG	AT4G16070.1	"Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3"	---	"Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3; FUNCTIONS IN: triglyceride lipase activity, carboxylesterase activity; INVOLVED IN: lipid catabolic process, lipid metabolic process; CONTAINS InterPro DOMAIN/s: Lipase, class 3 (InterPro:IPR002921), Mono-/di-acylglycerol lipase, N-terminal (InterPro:IPR005592); BEST Arabidopsis thaliana protein match is: Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3 (TAIR:AT3G14075.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	---	---	--
POPTR_0001s11740.1	10.4613888	24.41195624	2.333529201	274	1124	6.0	0.02839604	151	DEG	AT5G51230.1	VEFS-Box of polycomb protein	"Polycomb group protein with zinc finger domain involved in negative regulation of reproductive development. Forms a complex with FIE, CLF, and MSI1. This complex modulates the expression of target genes including AG, PI and AP3."	"EMBRYONIC FLOWER 2 (EMF2); CONTAINS InterPro DOMAIN/s: Polycomb protein, VEFS-Box (InterPro:IPR019135); BEST Arabidopsis thaliana protein match is: VEFS-Box of polycomb protein (TAIR:AT4G16845.1); Has 297 Blast hits to 235 proteins in 79 species: Archae - 0; Bacteria - 0; Metazoa - 134; Fungi - 2; Plants - 148; Viruses - 0; Other Eukaryotes - 13 (source: NCBI BLink)."	AT5G51230	VEF2	CYTOKININ RESISTANT 
POPTR_0014s04030.1	74.75973155	33.66810137	-2.22049146	92	421	9.0	0.038756757	240	DEG	AT5G42620.2	metalloendopeptidases;zinc ion binding	---	"metalloendopeptidases;zinc ion binding; FUNCTIONS IN: metalloendopeptidase activity, zinc ion binding; INVOLVED IN: proteolysis, cell adhesion; LOCATED IN: endomembrane system, membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: EGF, extracellular (InterPro:IPR013111), EGF-like, type 3 (InterPro:IPR000742), EGF-like region, conserved site (InterPro:IPR013032), Peptidase M8, leishmanolysin (InterPro:IPR001577)."	---	---	--
POPTR_0016s00730.1	13.50061015	6.388266553	-2.113344838	334	2649	0.0	0.049025641	331	DEG	AT5G47680.1	---	---	"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: tRNA (guanine-N1-)-methyltransferase (InterPro:IPR016009), tRNA (guanine-N(1)-)-methyltransferase, metazoa (InterPro:IPR016653), tRNA (guanine-N1-)-methyltransferase, eukaryotic (InterPro:IPR007356); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	AT5G47680	TRM10	tRNA modification 1
POPTR_0016s14880.1	40.15261948	16.47577558	-2.437070066	1321	754	0.0	0.045835616	300	DEG	AT2G28330.1	---	---	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G08035.1); Has 18 Blast hits to 18 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 18; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	---	---	--
POPTR_0015s06530.1	20.01906435	44.01733818	2.198771002	169	644	8.0	0.032965517	183	DEG	AT1G13580.3	LAG1 longevity assurance homolog 3	---	"LAG1 longevity assurance homolog 3 (LAG13); CONTAINS InterPro DOMAIN/s: Longevity assurance, LAG1/LAC1 (InterPro:IPR016439), TRAM/LAG1/CLN8 homology domain (InterPro:IPR006634); BEST Arabidopsis thaliana protein match is: TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein (TAIR:AT3G25540.1)."	AT1G13580	LOH3	LAG One Homologue 
POPTR_0018s03680.1	26.52932391	11.76825996	-2.254311513	196	1094	9.0	0.038070796	233	DEG	AT4G31430.2	---	---	unknown protein; LOCATED IN: plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).	---	---	--
POPTR_0011s02470.2	11.3596713	30.45944195	2.68136649	33	712	2.0	0.015933333	70	DEG	AT4G26750.1	hydroxyproline-rich glycoprotein family protein	---	hydroxyproline-rich glycoprotein family protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF605 (InterPro:IPR006745); BEST Arabidopsis thaliana protein match is: glucan synthase-like 11 (TAIR:AT3G59100.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).	AT4G26750	EXT-like	extensin-lik
POPTR_0004s09210.1	682.6417851	279.7092	-2.440541051	54	66	6.0	0.032965517	184	DEG	AT1G71090.1	Auxin efflux carrier family protein	---	"Auxin efflux carrier family protein; FUNCTIONS IN: auxin:hydrogen symporter activity; INVOLVED IN: auxin polar transport, transmembrane transport; LOCATED IN: integral to membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Auxin efflux carrier (InterPro:IPR004776); BEST Arabidopsis thaliana protein match is: Auxin efflux carrier family protein (TAIR:AT5G01990.1); Has 749 Blast hits to 638 proteins in 173 species: Archae - 11; Bacteria - 75; Metazoa - 0; Fungi - 346; Plants - 230; Viruses - 0; Other Eukaryotes - 87 (source: NCBI BLink)."	---	---	--
POPTR_0018s04570.1	109.7672252	35.8479513	-3.062022269	424	179	3.0	0.0239	122	DEG	AT1G72770.3	homology to ABI1	mutant has ABA hypersensitive inhibition of seed germination; Protein Phosphatase 2C; regulates the activation of the Snf1-related kinase OST1 by abscisic acid.	"homology to ABI1 (HAB1); FUNCTIONS IN: protein serine/threonine phosphatase activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: homology to ABI2 (TAIR:AT1G17550.1)."	AT1G72770	HAB1	HYPERSENSITIVE TO ABA
POPTR_0001s29530.1	180.1922903	39.75748402	-4.532286053	436	56	0	0	47	DEG	AT2G14580.1	basic pathogenesis-related protein 1	"pathogenesis related protein, encodes a basic PR1-like protein. Expresses in flowers, roots, and not in leaves and responses to ethylene and methyl jasmonate. Salicylic acid represses gene expression."	"basic pathogenesis-related protein 1 (PRB1); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to ethylene stimulus, response to jasmonic acid stimulus, response to salicylic acid stimulus; LOCATED IN: endomembrane system, extracellular region; EXPRESSED IN: shoot, shoot apex, root, flower, leaf; CONTAINS InterPro DOMAIN/s: Allergen V5/Tpx-1 related, conserved site (InterPro:IPR018244), Allergen V5/Tpx-1 related (InterPro:IPR001283), SCP-like extracellular (InterPro:IPR014044); BEST Arabidopsis thaliana protein match is: pathogenesis-related gene 1 (TAIR:AT2G14610.1); Has 3181 Blast hits to 3075 proteins in 384 species: Archae - 0; Bacteria - 66; Metazoa - 1736; Fungi - 341; Plants - 911; Viruses - 0; Other Eukaryotes - 127 (source: NCBI BLink)."	AT2G14580	PRB1	basic pathogenesis-related protein 
POPTR_0019s12660.1	67.88179007	30.71691479	-2.209915629	430	479	0.0	0.045888	301	DEG	AT2G43780.2	---	---	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 30 Blast hits to 30 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 30; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	---	---	--
POPTR_0012s11670.1	93.58744905	243.5785292	2.602683711	510	113	4.0	0.024512821	125	DEG	AT5G45160.1	Root hair defective 3 GTP-binding protein (RHD3)	---	Root hair defective 3 GTP-binding protein (RHD3); FUNCTIONS IN: GTP binding; LOCATED IN: endoplasmic reticulum; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Root hair defective 3 GTP-binding (InterPro:IPR008803); BEST Arabidopsis thaliana protein match is: Root hair defective 3 GTP-binding protein (RHD3) (TAIR:AT3G13870.1); Has 535 Blast hits to 521 proteins in 188 species: Archae - 0; Bacteria - 2; Metazoa - 73; Fungi - 186; Plants - 129; Viruses - 0; Other Eukaryotes - 145 (source: NCBI BLink).	---	---	--
POPTR_0007s13120.1	11.11994678	28.85924023	2.595267838	56	817	3.0	0.023508197	117	DEG	AT4G36520.1	Chaperone DnaJ-domain superfamily protein	---	"Chaperone DnaJ-domain superfamily protein; FUNCTIONS IN: heat shock protein binding; CONTAINS InterPro DOMAIN/s: Heat shock protein DnaJ, N-terminal (InterPro:IPR001623); BEST Arabidopsis thaliana protein match is: Chaperone DnaJ-domain superfamily protein (TAIR:AT4G12770.2); Has 187564 Blast hits to 104912 proteins in 3501 species: Archae - 1251; Bacteria - 31029; Metazoa - 79517; Fungi - 15919; Plants - 9547; Viruses - 688; Other Eukaryotes - 49613 (source: NCBI BLink)."	---	---	--
POPTR_0337s00240.1	28.26532566	12.34368886	-2.289860508	109	1004	9.0	0.040971429	260	DEG	AT3G26750.1	---	---	CONTAINS InterPro DOMAIN/s: Ubiquitin-conjugating enzyme E2C-binding protein (InterPro:IPR019193); Has 26 Blast hits to 25 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	---	---	--
POPTR_0009s02180.1	1103.209676	2196.890588	1.99136269	726	60	0.0	0.046072289	304	DEG	AT5G22080.1	Chaperone DnaJ-domain superfamily protein	---	"Chaperone DnaJ-domain superfamily protein; FUNCTIONS IN: heat shock protein binding; INVOLVED IN: protein folding; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Heat shock protein DnaJ, N-terminal (InterPro:IPR001623); BEST Arabidopsis thaliana protein match is: DNAJ heat shock N-terminal domain-containing protein (TAIR:AT1G65280.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	---	---	--
POPTR_0014s10420.1	29.36545591	63.97853287	2.17870048	126	518	0.0	0.039833333	251	DEG	AT4G01575.1	"serine protease inhibitor, Kazal-type family protein"	---	"serine protease inhibitor, Kazal-type family protein; FUNCTIONS IN: serine-type endopeptidase inhibitor activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: serine protease inhibitor, Kazal-type family protein (TAIR:AT3G61980.1); Has 54 Blast hits to 54 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 54; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."	---	---	--
POPTR_0013s01770.1	499.1617898	2606.934335	5.222623984	1920	2	0	0	4	DEG	AT3G05520.2	Subunits of heterodimeric actin filament capping protein Capz superfamily	---	"Subunits of heterodimeric actin filament capping protein Capz superfamily; FUNCTIONS IN: actin binding; INVOLVED IN: actin cytoskeleton organization; LOCATED IN: F-actin capping protein complex; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: F-actin capping protein, alpha subunit, actin binding (InterPro:IPR018315), F-actin capping protein, alpha subunit (InterPro:IPR002189), F-actin capping protein, alpha subunit, conserved site (InterPro:IPR017865); Has 69 Blast hits to 69 proteins in 37 species: Archae - 0; Bacteria - 0; Metazoa - 37; Fungi - 15; Plants - 8; Viruses - 0; Other Eukaryotes - 9 (source: NCBI BLink)."	---	---	--
POPTR_0005s21980.1	142.0651077	322.9578094	2.273308447	340	137	8.0	0.035407407	206	DEG	AT1G71720.1	Nucleic acid-binding proteins superfamily	---	"Nucleic acid-binding proteins superfamily; FUNCTIONS IN: RNA binding; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nucleic acid-binding, OB-fold-like (InterPro:IPR016027), Nucleic acid-binding, OB-fold (InterPro:IPR012340), Ribosomal protein S1, RNA-binding domain (InterPro:IPR003029); BEST Arabidopsis thaliana protein match is: ribosomal protein S1 (TAIR:AT5G30510.1); Has 12228 Blast hits to 10737 proteins in 2456 species: Archae - 10; Bacteria - 9648; Metazoa - 36; Fungi - 16; Plants - 190; Viruses - 0; Other Eukaryotes - 2328 (source: NCBI BLink)."	AT1G71720	PDE338	PIGMENT DEFECTIVE 33
POPTR_0019s07800.1	15.98052787	7.298007061	-2.189711209	479	2126	0.0	0.04877551	329	DEG	AT3G59390.1	---	---	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2054 (InterPro:IPR019352); Has 184 Blast hits to 184 proteins in 72 species: Archae - 0; Bacteria - 0; Metazoa - 116; Fungi - 0; Plants - 43; Viruses - 0; Other Eukaryotes - 25 (source: NCBI BLink).	---	---	--
POPTR_0003s14610.1	1687.049377	612.841646	-2.75283083	2358	21	7.0	0.037177778	222	DEG	AT5G41960.1	---	---	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).	---	---	--
POPTR_0001s43200.1	33.80588448	12.13582239	-2.785627821	115	620	3.0	0.030510638	166	DEG	AT4G21390.1	S-locus lectin protein kinase family protein	---	"B120; FUNCTIONS IN: protein serine/threonine kinase activity, sugar binding, protein kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation, recognition of pollen; LOCATED IN: plasma membrane; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: 8 growth stages; CONTAINS InterPro DOMAIN/s: Curculin-like (mannose-binding) lectin (InterPro:IPR001480), PAN-2 domain (InterPro:IPR013227), Apple-like (InterPro:IPR003609), Protein kinase, catalytic domain (InterPro:IPR000719), S-locus glycoprotein (InterPro:IPR000858), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: S-locus lectin protein kinase family protein (TAIR:AT1G61610.1); Has 119638 Blast hits to 117946 proteins in 4361 species: Archae - 104; Bacteria - 13356; Metazoa - 43759; Fungi - 9937; Plants - 34742; Viruses - 415; Other Eukaryotes - 17325 (source: NCBI BLink)."	AT4G21390	B120	--
POPTR_0018s00730.2	92.94185946	40.7432067	-2.281162112	935	291	9.0	0.040584906	258	DEG	AT5G11500.1	---	---	unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF814 (InterPro:IPR008532); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).	---	---	--
POPTR_0004s05110.1	67.93335173	16.92463049	-4.013875031	20	161	0	0	6	DEG	AT4G18450.1	Integrase-type DNA-binding superfamily protein	"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5."	"Integrase-type DNA-binding superfamily protein; CONTAINS InterPro DOMAIN/s: DNA-binding, integrase-type (InterPro:IPR016177), Pathogenesis-related transcriptional factor/ERF, DNA-binding (InterPro:IPR001471); BEST Arabidopsis thaliana protein match is: ethylene response factor 1 (TAIR:AT3G23240.1); Has 5532 Blast hits to 5448 proteins in 244 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 5521; Viruses - 2; Other Eukaryotes - 9 (source: NCBI BLink)."	---	---	--
POPTR_0017s11340.1	218.4715095	99.46024855	-2.196571119	367	209	0.0	0.047460993	317	DEG	AT3G28700.1	Protein of unknown function (DUF185)	---	Protein of unknown function (DUF185); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF185 (InterPro:IPR003788); Has 3455 Blast hits to 3441 proteins in 877 species: Archae - 0; Bacteria - 1411; Metazoa - 158; Fungi - 104; Plants - 44; Viruses - 0; Other Eukaryotes - 1738 (source: NCBI BLink).	---	---	--
POPTR_0016s01680.1	35.09862934	9.428331495	-3.722676633	4317	912	0.0	0.047126761	314	DEG	AT4G12610.2	transcription activators;DNA binding;RNA polymerase II transcription factors;catalytics;transcription initiation factors	---	"RAP74; FUNCTIONS IN: RNA polymerase II transcription factor activity, transcription initiation factor activity, DNA binding, transcription activator activity, catalytic activity; INVOLVED IN: transcription initiation from RNA polymerase II promoter, positive regulation of transcription; LOCATED IN: nucleus; EXPRESSED IN: shoot, root, guard cell; CONTAINS InterPro DOMAIN/s: Transcription initiation factor IIF, alpha subunit (InterPro:IPR008851), Transcription Factor IIF, Rap30/Rap74, interaction (InterPro:IPR011039); Has 34394 Blast hits to 22751 proteins in 1168 species: Archae - 120; Bacteria - 4390; Metazoa - 12539; Fungi - 6082; Plants - 2082; Viruses - 445; Other Eukaryotes - 8736 (source: NCBI BLink)."	AT4G12610	RAP74	--
POPTR_0011s16080.1	520.5373513	1234.064845	2.370751766	1653	30	5.0	0.027159091	147	DEG	AT5G44450.1	methyltransferases	---	"methyltransferases; FUNCTIONS IN: methyltransferase activity; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF858, methyltransferase-like (InterPro:IPR008576); Has 501 Blast hits to 497 proteins in 206 species: Archae - 0; Bacteria - 15; Metazoa - 174; Fungi - 136; Plants - 83; Viruses - 0; Other Eukaryotes - 93 (source: NCBI BLink)."	---	---	--
POPTR_0003s06970.1	6.80438031	17.75051154	2.608688923	918	1779	6.0	0.029875	161	DEG	AT1G53880.1	Eukaryotic translation initiation factor 2B (eIF-2B) family protein	---	"Eukaryotic translation initiation factor 2B (eIF-2B) family protein; FUNCTIONS IN: GTP binding, translation initiation factor activity; INVOLVED IN: translational initiation, cellular metabolic process; LOCATED IN: eukaryotic translation initiation factor 2B complex; CONTAINS InterPro DOMAIN/s: Initiation factor 2B related (InterPro:IPR000649), Protein of unknown function DUF567 (InterPro:IPR007612); BEST Arabidopsis thaliana protein match is: Eukaryotic translation initiation factor 2B (eIF-2B) family protein (TAIR:AT1G53900.1); Has 4713 Blast hits to 4711 proteins in 1040 species: Archae - 371; Bacteria - 1745; Metazoa - 521; Fungi - 487; Plants - 467; Viruses - 0; Other Eukaryotes - 1122 (source: NCBI BLink)."	---	---	--
POPTR_0011s10670.1	13.94381379	37.68926008	2.702937708	507	609	3.0	0.022061538	104	DEG	AT1G78600.1	light-regulated zinc finger protein 1	---	"light-regulated zinc finger protein 1 (LZF1); CONTAINS InterPro DOMAIN/s: Zinc finger, B-box (InterPro:IPR000315); BEST Arabidopsis thaliana protein match is: B-box zinc finger family protein (TAIR:AT1G06040.1); Has 1826 Blast hits to 1364 proteins in 120 species: Archae - 0; Bacteria - 0; Metazoa - 16; Fungi - 0; Plants - 1701; Viruses - 0; Other Eukaryotes - 109 (source: NCBI BLink)."	AT1G78600	STH3	SALT TOLERANCE HOMOLOG 
POPTR_0004s17160.2	78.65243761	36.44130064	-2.158332338	233	447	0.0	0.047075758	313	DEG	AT5G45600.2	YEATS family protein	"The GSA41 human homolog is expressed in nuclei and binds NuMA, a component of the nuclear matrix in interphase nuclei. In addition to Arabidopsis, GSA41 is found in Drosophila, C.elegans, yeast and man."	"GLIOMAS 41 (GAS41); INVOLVED IN: regulation of transcription, DNA-dependent; LOCATED IN: nucleus; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: YEATS (InterPro:IPR005033); BEST Arabidopsis thaliana protein match is: TBP-associated factor 14 (TAIR:AT2G18000.2)."	AT5G45600	TAF14B	TBP-ASSOCIATED FACTOR 14
POPTR_0014s12580.1	163.0555447	61.28498996	-2.660611428	1819	136	7.0	0.036769231	216	DEG	AT4G02485.1	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	---	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein; FUNCTIONS IN: oxidoreductase activity; LOCATED IN: cellular_component unknown; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: Oxoglutarate/iron-dependent oxygenase (InterPro:IPR005123); BEST Arabidopsis thaliana protein match is: RNA-binding (RRM/RBD/RNP motifs) family protein (TAIR:AT1G31600.2); Has 487 Blast hits to 486 proteins in 165 species: Archae - 0; Bacteria - 93; Metazoa - 167; Fungi - 38; Plants - 88; Viruses - 3; Other Eukaryotes - 98 (source: NCBI BLink).	---	---	--
POPTR_0002s20160.1	207.2430381	42.90959978	-4.829759287	3586	81	3.0	0.02868	153	DEG	AT3G05700.1	Drought-responsive family protein	---	Drought-responsive family protein; CONTAINS InterPro DOMAIN/s: Drought induced 19/ RING finger protein 114 (InterPro:IPR008598); BEST Arabidopsis thaliana protein match is: Drought-responsive family protein (TAIR:AT5G26990.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	---	---	--
